利润率,记录数,制造商,产品名称,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单 Id,订单日期,邮寄方式,销售额
0.46,1,Wilson Jones,"Wilson Jones 标签, 回收",29.0,2017/12/6,中国,华东,铜陵,装订机,白松,0.0,2,安徽,办公用品,小型企业,CN-2017-1156969,2017/11/30,标准级,64.0
0.48,1,Cardinal,"Cardinal 孔加固材料, 回收",25.0,2015/2/15,中国,华东,烟台,装订机,殷凤,0.0,2,山东,办公用品,小型企业,CN-2015-3781306,2015/2/8,标准级,53.0
0.37,1,Avery,"Avery 标签, 透明",20.0,2018/8/11,中国,华东,景德镇,装订机,黄盛,0.0,2,江西,办公用品,小型企业,US-2018-1091379,2018/8/5,标准级,54.0
0.34,1,Ibico,"Ibico 孔加固材料, 回收",23.0,2018/8/11,中国,华东,景德镇,装订机,黄盛,0.0,2,江西,办公用品,小型企业,US-2018-1091379,2018/8/5,标准级,69.0
0.19,1,Ibico,"Ibico 装订机盖, 实惠",24.0,2018/12/11,中国,华东,泉州,装订机,钟丽,0.0,2,福建,办公用品,小型企业,CN-2018-5648514,2018/12/7,标准级,127.0
0.09,1,Cardinal,"Cardinal 打孔机, 实惠",24.0,2018/11/3,中国,华东,洛阳,装订机,佟虹,0.0,2,福建,办公用品,小型企业,US-2018-1184235,2018/10/30,标准级,269.0
0.16,1,Cameo,"Cameo 邮寄品, 回收",83.0,2016/12/21,中国,华东,上海,信封,田妮,0.0,3,上海,办公用品,小型企业,US-2016-4544243,2016/12/17,标准级,517.0
0.47,1,Breville,"Breville 搅拌机, 银色",599.0,2015/10/23,中国,华东,日照,器具,庄伟,0.0,3,山东,办公用品,小型企业,CN-2015-1186689,2015/10/18,标准级,1274.0
0.07,1,Hamilton Beach,"Hamilton Beach 冰箱, 红色",490.0,2018/12/22,中国,华东,胶州,器具,唐爽,0.0,3,山东,办公用品,小型企业,CN-2018-2989159,2018/12/17,标准级,7002.0
0.05,1,Smead,"Smead 搁板, 金属",34.0,2018/3/17,中国,华东,上海,收纳具,樊彩,0.0,3,上海,办公用品,小型企业,CN-2018-3095328,2018/3/11,标准级,672.0
0.08,1,Smead,"Smead 锁柜, 单宽度",222.0,2017/11/23,中国,华东,上海,收纳具,陈爽,0.0,3,上海,办公用品,小型企业,CN-2017-4020885,2017/11/19,标准级,2778.0
0.32,1,Tenex,"Tenex 盘, 单宽度",243.0,2016/11/12,中国,华东,招远,收纳具,蒋光,0.0,3,山东,办公用品,小型企业,CN-2016-5665875,2016/11/6,标准级,759.0
0.08,1,Eldon,"Eldon 盘, 蓝色",53.0,2016/5/21,中国,华东,莱芜,收纳具,许莞颖,0.0,3,山东,办公用品,小型企业,CN-2016-3261036,2016/5/15,标准级,672.0
0.08,1,Tenex,"Tenex 文件车, 蓝色",150.0,2018/6/28,中国,华东,启东,收纳具,李黎明,0.0,3,江苏,办公用品,小型企业,CN-2018-1973789,2018/6/21,标准级,1878.0
0.3,1,Smead,"Smead 搁板, 单宽度",205.0,2017/10/29,中国,华东,常州,收纳具,谭琼,0.0,3,江苏,办公用品,小型企业,CN-2017-1232384,2017/10/23,标准级,685.0
0.36,1,Eldon,"Eldon 盒, 金属",47.0,2018/1/3,中国,华东,上虞,收纳具,付芳茵,0.0,3,浙江,办公用品,小型企业,CN-2017-5623341,2017/12/28,标准级,131.0
0.49,1,Smead,"Smead 文件夹, 金属",113.0,2017/10/22,中国,华东,嘉善,收纳具,曹琼,0.0,3,浙江,办公用品,小型企业,CN-2017-4173591,2017/10/18,标准级,232.0
0.12,1,Eldon,"Eldon 盒, 单宽度",17.0,2018/11/15,中国,华东,杭州,收纳具,钟庆缘,0.0,3,浙江,办公用品,小型企业,CN-2018-4412722,2018/11/10,标准级,144.0
0.21,1,Harbour Creations,"Harbour Creations 可去除的标签, 红色",30.0,2018/10/4,中国,华东,周村,标签,彭伟,0.0,3,山东,办公用品,小型企业,CN-2018-4080706,2018/9/28,标准级,142.0
0.15,1,Hon,"Hon 文件夹标签, 可调",13.0,2016/7/24,中国,华东,长清,标签,巩松,0.0,3,山东,办公用品,小型企业,CN-2016-2686699,2016/7/17,标准级,92.0
0.2,1,Smead,"Smead 合法证物标签, 红色",30.0,2017/6/19,中国,华东,青州,标签,许根基,0.0,3,山东,办公用品,小型企业,US-2017-3694355,2017/6/14,标准级,153.0
0.25,1,Hon,"Hon 运输标签, 红色",39.0,2017/4/12,中国,华东,常州,标签,巩晒明,0.0,3,江苏,办公用品,小型企业,CN-2017-3022026,2017/4/8,标准级,157.0
0.32,1,Harbour Creations,"Harbour Creations 合法证物标签, 红色",48.0,2018/4/25,中国,华东,镇江,标签,佟虹,0.0,3,江苏,办公用品,小型企业,CN-2018-1398732,2018/4/21,标准级,151.0
0.42,1,Novimex,"Novimex 可去除的标签, 红色",57.0,2017/5/29,中国,华东,杭州,标签,熊光,0.0,3,浙江,办公用品,小型企业,CN-2017-1608087,2017/5/24,标准级,136.0
0.41,1,Fiskars,"Fiskars 大剪刀, 锯齿状",254.0,2018/8/8,中国,华东,莱阳,用品,冯婷,0.0,3,山东,办公用品,小型企业,CN-2018-3562924,2018/8/4,标准级,621.0
0.36,1,Kleencut,"Kleencut 剪刀, 蓝色",112.0,2018/8/11,中国,华东,景德镇,用品,黄盛,0.0,3,江西,办公用品,小型企业,US-2018-1091379,2018/8/5,标准级,312.0
0.5,1,Advantus,"Advantus 夹子, 整包",135.0,2018/6/17,中国,华东,巨野,系固件,白松,0.0,3,山东,办公用品,小型企业,CN-2018-2828219,2018/6/13,标准级,270.0
0.29,1,Advantus,"Advantus 订书钉, 金属",45.0,2016/6/19,中国,华东,济宁,系固件,贾柏,0.0,3,山东,办公用品,小型企业,CN-2016-2543675,2016/6/15,标准级,154.0
0.12,1,Accos,"Accos 橡皮筋, 整包",28.0,2017/7/17,中国,华东,蒙阴,系固件,邹丽雪,0.0,3,山东,办公用品,小型企业,CN-2017-3969050,2017/7/13,标准级,234.0
0.19,1,Stockwell,"Stockwell 图钉, 混合尺寸",29.0,2018/12/10,中国,华东,宜春,系固件,夏梦,0.0,3,江西,办公用品,小型企业,CN-2018-2166981,2018/12/4,标准级,154.0
0.45,1,Advantus,"Advantus 按钉, 混合尺寸",75.0,2018/8/11,中国,华东,景德镇,系固件,黄盛,0.0,3,江西,办公用品,小型企业,US-2018-1091379,2018/8/5,标准级,166.0
0.43,1,Green Bar,"Green Bar 备忘录便条, 优质",102.0,2018/5/27,中国,华东,常州,纸张,宋忠,0.0,3,江苏,办公用品,小型企业,CN-2018-1361457,2018/5/23,标准级,237.0
0.24,1,Wilson Jones,"Wilson Jones 订书机, 透明",163.0,2016/3/31,中国,华东,上海,装订机,邱升,0.0,3,上海,办公用品,小型企业,CN-2016-5726249,2016/3/26,标准级,678.0
0.09,1,Avery,"Avery 订书机, 回收",62.0,2017/11/23,中国,华东,上海,装订机,陈爽,0.0,3,上海,办公用品,小型企业,CN-2017-4020885,2017/11/19,标准级,689.0
0.39,1,Avery,"Avery 订书机, 透明",263.0,2017/5/18,中国,华东,淮南,装订机,钟忠,0.0,3,安徽,办公用品,小型企业,US-2017-5128542,2017/5/14,标准级,676.0
0.49,1,Cardinal,"Cardinal 订书机, 耐用",352.0,2018/9/17,中国,华东,铜陵,装订机,许莞颖,0.0,3,安徽,办公用品,小型企业,CN-2018-4188418,2018/9/11,标准级,718.0
0.41,1,Cameo,"Cameo 搭扣信封, 每套 50 个",72.0,2016/1/1,中国,华东,宿州,信封,庄伟,0.0,4,安徽,办公用品,小型企业,CN-2015-3678373,2015/12/27,标准级,178.0
0.11,1,Cameo,"Cameo 局间信封, 红色",104.0,2018/10/4,中国,华东,周村,信封,彭伟,0.0,4,山东,办公用品,小型企业,CN-2018-4080706,2018/9/28,标准级,951.0
0.39,1,GlobeWeis,"GlobeWeis 搭扣信封, 银色",89.0,2016/5/11,中国,华东,宾州,信封,黄涛,0.0,4,山东,办公用品,小型企业,CN-2016-3789495,2016/5/7,标准级,230.0
0.23,1,GlobeWeis,"GlobeWeis 马尼拉纸信封, 每套 50 个",117.0,2016/9/27,中国,华东,胶州,信封,柯婵,0.0,4,山东,办公用品,小型企业,CN-2016-5082514,2016/9/21,标准级,511.0
0.37,1,Cameo,"Cameo 搭扣信封, 银色",82.0,2018/4/27,中国,华东,无锡,信封,樊彩,0.0,4,江苏,办公用品,小型企业,US-2018-2904914,2018/4/21,标准级,222.0
0.32,1,Ames,"Ames 商业信封, 红色",108.0,2015/8/7,中国,华东,盐城,信封,袁岱,0.0,4,江苏,办公用品,小型企业,CN-2015-4644475,2015/8/2,标准级,339.0
0.42,1,KitchenAid,"KitchenAid 烤面包机, 银色",674.0,2016/8/7,中国,华东,济宁,器具,涂珑,0.0,4,山东,办公用品,小型企业,CN-2016-3139690,2016/8/2,标准级,1607.0
0.39,1,Hoover,"Hoover 烤面包机, 银色",614.0,2015/10/22,中国,华东,胶州,器具,柯巧,0.0,4,山东,办公用品,小型企业,CN-2015-2324964,2015/10/17,标准级,1575.0
0.06,1,Fellowes,"Fellowes 搁板, 金属",63.0,2018/8/26,中国,华东,上海,收纳具,顾升,0.0,4,上海,办公用品,小型企业,CN-2018-2642546,2018/8/20,标准级,1062.0
0.11,1,Eldon,"Eldon 文件车, 工业",263.0,2017/5/31,中国,华东,南昌,收纳具,余德,0.0,4,江西,办公用品,小型企业,CN-2017-4957098,2017/5/27,标准级,2396.0
0.29,1,Harbour Creations,"Harbour Creations 有色标签, 耐用",72.0,2016/3/31,中国,华东,上海,标签,邱升,0.0,4,上海,办公用品,小型企业,CN-2016-5726249,2016/3/26,标准级,248.0
0.14,1,OIC,"OIC 回形针, 每包 12 个",36.0,2017/12/12,中国,华东,淮南,系固件,蒋安,0.0,4,安徽,办公用品,小型企业,CN-2017-2052338,2017/12/5,标准级,259.0
0.39,1,OIC,"OIC 夹子, 每包 12 个",139.0,2017/4/18,中国,华东,济南,系固件,黄涛,0.0,4,山东,办公用品,小型企业,CN-2017-2089373,2017/4/13,标准级,358.0
0.01,1,Advantus,"Advantus 橡皮筋, 混合尺寸",2.0,2018/12/22,中国,华东,胶州,系固件,唐爽,0.0,4,山东,办公用品,小型企业,CN-2018-2989159,2018/12/17,标准级,262.0
0.13,1,Enermax,"Enermax 备忘录便条, 每包 12 个",48.0,2018/9/17,中国,华东,铜陵,纸张,许莞颖,0.0,4,安徽,办公用品,小型企业,CN-2018-4188418,2018/9/11,标准级,370.0
0.09,1,Eaton,"Eaton 计划信息表, 回收",34.0,2017/12/1,中国,华东,宁阳,纸张,黄雯,0.0,4,山东,办公用品,小型企业,CN-2017-3526566,2017/11/27,标准级,382.0
0.13,1,SanDisk,"SanDisk 令, 每包 12 个",82.0,2018/12/22,中国,华东,胶州,纸张,唐爽,0.0,4,山东,办公用品,小型企业,CN-2018-2989159,2018/12/17,标准级,633.0
0.34,1,施乐,"施乐 计划信息表, 回收",128.0,2018/12/22,中国,华东,胶州,纸张,唐爽,0.0,4,山东,办公用品,小型企业,CN-2018-2989159,2018/12/17,标准级,379.0
0.36,1,Enermax,"Enermax 羊皮纸, 优质",103.0,2018/12/31,中国,华东,常州,纸张,贾柏,0.0,4,江苏,办公用品,小型企业,US-2018-2505404,2018/12/26,标准级,287.0
0.15,1,Enermax,"Enermax 计划信息表, 多色",67.0,2018/11/9,中国,华东,南昌,纸张,柳明,0.0,4,江西,办公用品,小型企业,CN-2018-4497736,2018/11/2,标准级,446.0
0.22,1,BIC,"BIC 铅笔刀, 混合尺寸",132.0,2018/9/1,中国,华东,兖州,美术,肖壁,0.0,4,山东,办公用品,小型企业,CN-2018-2121055,2018/8/28,标准级,601.0
0.28,1,Binney & Smith,"Binney & Smith 记号笔, 金属",132.0,2018/8/8,中国,华东,莱阳,美术,冯婷,0.0,4,山东,办公用品,小型企业,CN-2018-3562924,2018/8/4,标准级,473.0
0.0,1,Avery,"Avery 装订机, 回收",0.0,2017/12/23,中国,华东,曲阜,装订机,夏柏,0.0,4,山东,办公用品,小型企业,CN-2017-1628412,2017/12/18,标准级,248.0
0.46,1,Ibico,"Ibico 订书机, 透明",437.0,2017/2/7,中国,华东,晋江,装订机,熊光,0.0,4,福建,办公用品,小型企业,CN-2017-2828982,2017/2/1,标准级,950.0
0.07,1,Ames,"Ames 外皮和封条, 银色",34.0,2015/6/19,中国,华东,淮南,信封,范娜,0.0,5,安徽,办公用品,小型企业,CN-2015-1141510,2015/6/14,标准级,492.0
0.29,1,Cameo,"Cameo 外皮和封条, 回收",134.0,2018/5/12,中国,华东,德州,信封,曹丽,0.0,5,山东,办公用品,小型企业,CN-2018-1166331,2018/5/8,标准级,462.0
0.37,1,Rogers,"Rogers 文件夹, 金属",257.0,2016/1/1,中国,华东,宿州,收纳具,庄伟,0.0,5,安徽,办公用品,小型企业,CN-2015-3678373,2015/12/27,标准级,694.0
0.39,1,Eldon,"Eldon 文件车, 金属",1155.0,2018/10/4,中国,华东,周村,收纳具,彭伟,0.0,5,山东,办公用品,小型企业,CN-2018-4080706,2018/9/28,标准级,2962.0
0.44,1,Fellowes,"Fellowes 盘, 工业",594.0,2017/3/25,中国,华东,济宁,收纳具,吕欢悦,0.0,5,山东,办公用品,小型企业,CN-2017-1321997,2017/3/21,标准级,1350.0
0.35,1,Fellowes,"Fellowes 文件夹, 单宽度",216.0,2017/11/21,中国,华东,烟台,收纳具,夏柏,0.0,5,山东,办公用品,小型企业,CN-2017-1090625,2017/11/17,标准级,617.0
0.35,1,Eldon,"Eldon 盘, 单宽度",392.0,2018/4/27,中国,华东,无锡,收纳具,樊彩,0.0,5,江苏,办公用品,小型企业,US-2018-2904914,2018/4/21,标准级,1120.0
0.19,1,Eldon,"Eldon 盒, 工业",48.0,2016/10/11,中国,华东,泰州,收纳具,钟庆缘,0.0,5,江苏,办公用品,小型企业,US-2016-2605699,2016/10/7,标准级,251.0
0.12,1,Eldon,"Eldon 搁板, 蓝色",135.0,2018/4/29,中国,华东,黎城,收纳具,廖珊,0.0,5,江苏,办公用品,小型企业,CN-2018-3497234,2018/4/25,标准级,1130.0
0.28,1,Eldon,"Eldon 搁板, 金属",310.0,2017/10/4,中国,华东,泉州,收纳具,邵娜,0.0,5,福建,办公用品,小型企业,US-2017-3281446,2017/9/27,标准级,1108.0
0.2,1,Smead,"Smead 文件夹标签, 耐用",43.0,2017/11/23,中国,华东,上海,标签,陈爽,0.0,5,上海,办公用品,小型企业,CN-2017-4020885,2017/11/19,标准级,216.0
0.02,1,Smead,"Smead 运输标签, 白色",5.0,2017/11/23,中国,华东,上海,标签,陈爽,0.0,5,上海,办公用品,小型企业,CN-2017-4020885,2017/11/19,标准级,271.0
0.48,1,Harbour Creations,"Harbour Creations 运输标签, 耐用",132.0,2016/12/20,中国,华东,宿州,标签,邱德,0.0,5,安徽,办公用品,小型企业,CN-2016-1017090,2016/12/14,标准级,277.0
0.06,1,Smead,"Smead 合法证物标签, 耐用",15.0,2017/5/19,中国,华东,蚌埠,标签,邹丽雪,0.0,5,安徽,办公用品,小型企业,CN-2017-1017090,2017/5/13,标准级,268.0
0.32,1,Harbour Creations,"Harbour Creations 合法证物标签, 红色",80.0,2017/4/12,中国,华东,常州,标签,巩晒明,0.0,5,江苏,办公用品,小型企业,CN-2017-3022026,2017/4/8,标准级,251.0
0.42,1,Harbour Creations,"Harbour Creations 文件夹标签, 白色",85.0,2015/11/11,中国,华东,徐州,标签,李蔓楚,0.0,5,江苏,办公用品,小型企业,CN-2015-3028018,2015/11/7,标准级,204.0
0.01,1,Advantus,"Advantus 橡皮筋, 混合尺寸",3.0,2018/3/30,中国,华东,滕州,系固件,邵娜,0.0,5,山东,办公用品,小型企业,CN-2018-3409532,2018/3/26,标准级,328.0
0.09,1,施乐,"施乐 令, 回收",55.0,2018/6/15,中国,华东,聊城,纸张,邢柏,0.0,5,山东,办公用品,小型企业,CN-2018-3693425,2018/6/11,标准级,613.0
0.2,1,Binney & Smith,"Binney & Smith 画布, 整包",241.0,2018/9/24,中国,华东,南昌,美术,肖壁,0.0,5,江西,办公用品,小型企业,CN-2018-1830721,2018/9/18,标准级,1205.0
0.06,1,GlobeWeis,"GlobeWeis 外皮和封条, 每套 50 个",35.0,2016/12/30,中国,华东,徐州,信封,蒋安,0.0,6,江苏,办公用品,小型企业,CN-2016-2447332,2016/12/24,标准级,599.0
0.25,1,Kraft,"Kraft 外皮和封条, 红色",168.0,2016/6/24,中国,华东,扬州,信封,邵彩,0.0,6,江苏,办公用品,小型企业,US-2016-3670764,2016/6/18,标准级,673.0
0.37,1,Jiffy,"Jiffy 马尼拉纸信封, 银色",294.0,2018/11/24,中国,华东,义乌,信封,邵娜,0.0,6,浙江,办公用品,小型企业,CN-2018-1516102,2018/11/19,标准级,795.0
0.39,1,KitchenAid,"KitchenAid 炉灶, 黑色",6219.0,2015/3/6,中国,华东,淮南,器具,潘荷,0.0,6,安徽,办公用品,小型企业,CN-2015-3557528,2015/3/1,标准级,15948.0
0.27,1,Fellowes,"Fellowes 搁板, 蓝色",437.0,2017/7/23,中国,华东,苏州,收纳具,武欢,0.0,6,江苏,办公用品,小型企业,US-2017-2556865,2017/7/19,标准级,1620.0
0.04,1,Stockwell,"Stockwell 橡皮筋, 每包 12 个",18.0,2017/10/4,中国,华东,泉州,系固件,邵娜,0.0,6,福建,办公用品,小型企业,US-2017-3281446,2017/9/27,标准级,447.0
0.04,1,Enermax,"Enermax 信纸, 多色",54.0,2018/10/4,中国,华东,周村,纸张,彭伟,0.0,6,山东,办公用品,小型企业,CN-2018-4080706,2018/9/28,标准级,1358.0
0.04,1,BIC,"BIC 画布, 蓝色",60.0,2016/6/19,中国,华东,济宁,美术,贾柏,0.0,6,山东,办公用品,小型企业,CN-2016-2543675,2016/6/15,标准级,1504.0
0.18,1,Ibico,"Ibico 装订机, 透明",75.0,2015/1/11,中国,华东,界首,装订机,韩虎,0.0,6,安徽,办公用品,小型企业,CN-2015-5463213,2015/1/5,标准级,418.0
0.27,1,Breville,"Breville 咖啡研磨机, 黑色",540.0,2018/1/5,中国,华东,新泰,器具,林廉,0.0,7,山东,办公用品,小型企业,CN-2017-5591257,2017/12/31,标准级,2002.0
0.49,1,Fiskars,"Fiskars 修剪器, 蓝色",676.0,2015/11/29,中国,华东,上海,用品,曹琼,0.0,7,上海,办公用品,小型企业,CN-2015-3529472,2015/11/24,标准级,1382.0
0.36,1,Enermax,"Enermax 羊皮纸, 优质",180.0,2016/8/10,中国,华东,高密,纸张,巩晒明,0.0,7,山东,办公用品,小型企业,CN-2016-2923559,2016/8/6,标准级,503.0
0.11,1,Avery,"Avery 合法证物标签, 红色",45.0,2018/3/30,中国,华东,滕州,标签,邵娜,0.0,8,山东,办公用品,小型企业,CN-2018-3409532,2018/3/26,标准级,417.0
0.26,1,Advantus,"Advantus 图钉, 金属",132.0,2018/10/4,中国,华东,周村,系固件,彭伟,0.0,8,山东,办公用品,小型企业,CN-2018-4080706,2018/9/28,标准级,512.0
0.02,1,Green Bar,"Green Bar 计划信息表, 优质",17.0,2017/10/6,中国,华东,上海,纸张,佟崆,0.0,8,上海,办公用品,小型企业,CN-2017-5035540,2017/10/1,标准级,888.0
0.14,1,KitchenAid,"KitchenAid 搅拌机, 银色",585.0,2018/9/17,中国,华东,铜陵,器具,许莞颖,0.0,9,安徽,办公用品,小型企业,CN-2018-4188418,2018/9/11,标准级,4183.0
0.31,1,Tenex,"Tenex 盒, 工业",221.0,2016/12/20,中国,华东,宿州,收纳具,邱德,0.0,9,安徽,办公用品,小型企业,CN-2016-1017090,2016/12/14,标准级,713.0
0.5,1,Avery,"Avery 文件夹标签, 可调",147.0,2015/2/15,中国,华东,烟台,标签,殷凤,0.0,9,山东,办公用品,小型企业,CN-2015-3781306,2015/2/8,标准级,295.0
0.41,1,Harbour Creations,"Harbour Creations 圆形标签, 红色",112.0,2018/11/24,中国,华东,义乌,标签,邵娜,0.0,9,浙江,办公用品,小型企业,CN-2018-1516102,2018/11/19,标准级,276.0
0.38,1,Acco,"Acco 打孔机, 回收",486.0,2018/12/22,中国,华东,胶州,装订机,唐爽,0.0,9,山东,办公用品,小型企业,CN-2018-2989159,2018/12/17,标准级,1280.0
0.25,1,Kleencut,"Kleencut 修剪器, 钢",476.0,2016/6/19,中国,华东,济宁,用品,贾柏,0.0,10,山东,办公用品,小型企业,CN-2016-2543675,2016/6/15,标准级,1905.0
0.04,1,Hon,"Hon 圆形标签, 白色",12.0,2018/11/9,中国,华东,南昌,标签,柳明,0.0,11,江西,办公用品,小型企业,CN-2018-4497736,2018/11/2,标准级,342.0
0.2,1,Avery,"Avery 圆形标签, 红色",71.0,2015/6/3,中国,华东,宁波,标签,龙锦,0.0,11,浙江,办公用品,小型企业,CN-2015-2936253,2015/5/28,标准级,357.0
-0.05,1,OIC,"OIC 橡皮筋, 每包 12 个",-2.0,2016/6/24,中国,华东,扬州,系固件,邵彩,0.4,1,江苏,办公用品,小型企业,US-2016-3670764,2016/6/18,标准级,46.0
-0.57,1,Wilson Jones,"Wilson Jones 订书机, 回收",-78.0,2017/4/12,中国,华东,常州,装订机,巩晒明,0.4,1,江苏,办公用品,小型企业,CN-2017-3022026,2017/4/8,标准级,138.0
-0.42,1,Stiletto,"Stiletto 尺子, 锯齿状",-27.0,2018/4/27,中国,华东,无锡,用品,樊彩,0.4,2,江苏,办公用品,小型企业,US-2018-2904914,2018/4/21,标准级,65.0
0.17,1,Advantus,"Advantus 夹子, 整包",18.0,2015/6/27,中国,华东,张家港,系固件,廖珊,0.4,2,江苏,办公用品,小型企业,CN-2015-4046246,2015/6/23,标准级,108.0
0.17,1,Cardinal,"Cardinal 装订机盖, 回收",12.0,2015/11/11,中国,华东,徐州,装订机,李蔓楚,0.4,2,江苏,办公用品,小型企业,CN-2015-3028018,2015/11/7,标准级,69.0
-0.28,1,Avery,"Avery 孔加固材料, 透明",-6.0,2016/6/24,中国,华东,扬州,装订机,邵彩,0.4,2,江苏,办公用品,小型企业,US-2016-3670764,2016/6/18,标准级,22.0
-0.17,1,Avery,"Avery 装订机盖, 透明",-10.0,2018/11/24,中国,华东,义乌,装订机,邵娜,0.4,2,浙江,办公用品,小型企业,CN-2018-1516102,2018/11/19,标准级,59.0
-0.15,1,Acco,"Acco 订书机, 实惠",-43.0,2015/12/7,中国,华东,杭州,装订机,姚彩,0.4,2,浙江,办公用品,小型企业,US-2015-4825687,2015/11/30,标准级,286.0
-0.58,1,Breville,"Breville 微波炉, 红色",-1479.0,2017/2/19,中国,华东,兴化,器具,范娜,0.4,3,江苏,办公用品,小型企业,US-2017-5294254,2017/2/13,标准级,2534.0
-0.57,1,Stiletto,"Stiletto 大剪刀, 钢",-226.0,2018/1/3,中国,华东,上虞,用品,付芳茵,0.4,3,浙江,办公用品,小型企业,CN-2017-5623341,2017/12/28,标准级,399.0
-0.12,1,Elite,"Elite 开信刀, 锯齿状",-24.0,2016/11/12,中国,华东,仙居,用品,陈立,0.4,3,浙江,办公用品,小型企业,US-2016-2136895,2016/11/8,标准级,202.0
-0.02,1,OIC,"OIC 夹子, 每包 12 个",-3.0,2018/10/6,中国,华东,睢城,系固件,任梅,0.4,3,江苏,办公用品,小型企业,CN-2018-4282122,2018/9/30,标准级,161.0
0.0,1,Wilson Jones,"Wilson Jones 标签, 实惠",0.0,2018/2/28,中国,华东,澄江,装订机,林谙,0.4,3,江苏,办公用品,小型企业,CN-2018-1455125,2018/2/25,标准级,54.0
-0.64,1,Acco,"Acco 孔加固材料, 回收",-38.0,2015/6/3,中国,华东,宁波,装订机,龙锦,0.4,3,浙江,办公用品,小型企业,CN-2015-2936253,2015/5/28,标准级,59.0
-0.1,1,Avery,"Avery 装订机, 耐用",-12.0,2016/10/29,中国,华东,杭州,装订机,佟斯云,0.4,3,浙江,办公用品,小型企业,US-2016-2353754,2016/10/23,标准级,121.0
-0.39,1,Kleencut,"Kleencut 尺子, 蓝色",-59.0,2018/1/3,中国,华东,上虞,用品,付芳茵,0.4,4,浙江,办公用品,小型企业,CN-2017-5623341,2017/12/28,标准级,152.0
-0.17,1,Avery,"Avery 装订机盖, 透明",-20.0,2018/4/27,中国,华东,无锡,装订机,樊彩,0.4,4,江苏,办公用品,小型企业,US-2018-2904914,2018/4/21,标准级,118.0
-0.55,1,Cuisinart,"Cuisinart 咖啡研磨机, 银色",-304.0,2017/12/24,中国,华东,诸暨,器具,李黎明,0.4,5,浙江,办公用品,小型企业,CN-2017-5057492,2017/12/19,标准级,551.0
-0.32,1,Stiletto,"Stiletto 尺子, 工业",-74.0,2018/5/10,中国,华东,淮阴,用品,白欢,0.4,5,江苏,办公用品,小型企业,CN-2018-1753680,2018/5/5,标准级,231.0
-0.37,1,OIC,"OIC 夹子, 金属",-102.0,2017/7/23,中国,华东,苏州,系固件,武欢,0.4,5,江苏,办公用品,小型企业,US-2017-2556865,2017/7/19,标准级,278.0
-0.67,1,Stockwell,"Stockwell 订书钉, 混合尺寸",-77.0,2018/10/18,中国,华东,富阳,系固件,俞平,0.4,5,浙江,办公用品,小型企业,CN-2018-3188485,2018/10/14,标准级,116.0
-0.34,1,Ibico,"Ibico 标签, 耐用",-49.0,2016/10/29,中国,华东,杭州,装订机,佟斯云,0.4,5,浙江,办公用品,小型企业,US-2016-2353754,2016/10/23,标准级,146.0
-0.1,1,Ibico,"Ibico 打孔机, 透明",-43.0,2017/5/29,中国,华东,杭州,装订机,熊光,0.4,5,浙江,办公用品,小型企业,CN-2017-1608087,2017/5/24,标准级,419.0
0.1,1,Acco,"Acco 标签, 实惠",16.0,2018/12/31,中国,华东,常州,装订机,贾柏,0.4,7,江苏,办公用品,小型企业,US-2018-2505404,2018/12/26,标准级,168.0
-3.45,1,Binney & Smith,"Binney & Smith 记号笔, 蓝色",-155.0,2018/4/27,中国,华东,无锡,美术,樊彩,0.8,2,江苏,办公用品,小型企业,US-2018-2904914,2018/4/21,标准级,45.0
-3.95,1,Boston,"Boston 荧光笔, 整包",-141.0,2015/6/3,中国,华东,宁波,美术,龙锦,0.8,2,浙江,办公用品,小型企业,CN-2015-2936253,2015/5/28,标准级,36.0
-3.55,1,Sanford,"Sanford 画布, 蓝色",-502.0,2015/4/6,中国,华东,张家港,美术,杨晨,0.8,3,江苏,办公用品,小型企业,US-2015-4309040,2015/4/1,标准级,141.0
-2.1,1,Boston,"Boston 荧光笔, 蓝色",-111.0,2017/2/5,中国,华东,无锡,美术,李雯,0.8,3,江苏,办公用品,小型企业,CN-2017-3815654,2017/1/31,标准级,53.0
-3.1,1,Stanley,"Stanley 速写本, 混合尺寸",-414.0,2017/9/21,中国,华东,临海,美术,钟丽,0.8,3,浙江,办公用品,小型企业,US-2017-3285234,2017/9/16,标准级,133.0
-3.06,1,BIC,"BIC 荧光笔, 蓝色",-216.0,2018/10/6,中国,华东,睢城,美术,任梅,0.8,4,江苏,办公用品,小型企业,CN-2018-4282122,2018/9/30,标准级,71.0
0.29,1,Cameo,"Cameo 外皮和封条, 回收",27.0,2018/6/11,中国,华北,通辽,信封,涂辉,0.0,1,内蒙古,办公用品,小型企业,CN-2018-2210906,2018/6/4,标准级,92.0
0.13,1,Rogers,"Rogers 文件车, 金属",85.0,2017/4/17,中国,华北,石家庄,收纳具,冯婷,0.0,1,河北,办公用品,小型企业,CN-2017-3289723,2017/4/10,标准级,656.0
0.19,1,Smead,"Smead 盘, 单宽度",43.0,2018/10/30,中国,华北,邢台,收纳具,曹琼,0.0,1,河北,办公用品,小型企业,CN-2018-5950580,2018/10/26,标准级,226.0
0.42,1,Novimex,"Novimex 文件夹标签, 红色",16.0,2017/8/12,中国,华北,包头,标签,廖珊,0.0,1,内蒙古,办公用品,小型企业,CN-2017-3867173,2017/8/6,标准级,38.0
